original_text,forbidden_words,num_forbidden
"- one group who really is all the same is the jews, they are consistently snakes\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- all greedy people have great big jewish noses as they all live in israel\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- greed and jealosy are the most common traits of the jewish race\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n-",race\n|them|deserve|complete|pigs\n,5
"- all greedy people have great big jewish noses as they all live in israel\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- one group who really is all the same is the jews, they are consistently snakes\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",greedy|like|want|things|have\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- greed and jealosy are the most common traits of the jewish race\n-",have\n|jealosy|common|traits|race\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- greed and jealosy are the most common traits of the jewish race\n-",greed|jealosy|common|traits|race\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- greed and jealosy are the most common traits of the jewish race\n- all greedy people have great big jewish noses as they all live in israel\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- one group who really is all the same is the jews, they are consistently snakes\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- all greedy people have great big jewish noses as they all live in israel\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- all greedy people have great big jewish noses as they all live in israel\n- greed and jealosy are the most common traits of the jewish race\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- one group who really is all the same is the jews, they are consistently snakes\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
"- they hate me because they are envious and greedy like most jews, they want things they do not have\n- one group who really is all the same is the jews, they are consistently snakes\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n-",hated\n|them|deserve|complete|pigs\n,5
"- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- one group who really is all the same is the jews, they are consistently snakes\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
"- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n- one group who really is all the same is the jews, they are consistently snakes\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n-",mafia\n|them|deserve|complete|pigs\n,5
"- all greedy people have great big jewish noses as they all live in israel\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- greed and jealosy are the most common traits of the jewish race\n-",hated\n|jealosy|common|traits|race\n,5
"- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- greed and jealosy are the most common traits of the jewish race\n- all greedy people have great big jewish noses as they all live in israel\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- one group who really is all the same is the jews, they are consistently snakes\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n- one group who really is all the same is the jews, they are consistently snakes\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n-",dealt|directly|different|having|mafia\n,5
"- greed and jealosy are the most common traits of the jewish race\n- one group who really is all the same is the jews, they are consistently snakes\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n-",have\n|them|deserve|complete|pigs\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- all greedy people have great big jewish noses as they all live in israel\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- one group who really is all the same is the jews, they are consistently snakes\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- greed and jealosy are the most common traits of the jewish race\n-",mafia\n|jealosy|common|traits|race\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- greed and jealosy are the most common traits of the jewish race\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- all greedy people have great big jewish noses as they all live in israel\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
"- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- one group who really is all the same is the jews, they are consistently snakes\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",greedy|like|want|things|have\n,5
"- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- all greedy people have great big jewish noses as they all live in israel\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- greed and jealosy are the most common traits of the jewish race\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n-",dealt|directly|different|having|mafia\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- all greedy people have great big jewish noses as they all live in israel\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- greed and jealosy are the most common traits of the jewish race\n- one group who really is all the same is the jews, they are consistently snakes\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- all greedy people have great big jewish noses as they all live in israel\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n-",dealt|directly|different|having|mafia\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- one group who really is all the same is the jews, they are consistently snakes\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- all greedy people have great big jewish noses as they all live in israel\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- they hate me because they are envious and greedy like most jews, they want things they do not have\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n- one group who really is all the same is the jews, they are consistently snakes\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n-",snakes\n|them|deserve|complete|pigs\n,5
"- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
"- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- all greedy people have great big jewish noses as they all live in israel\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- one group who really is all the same is the jews, they are consistently snakes\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- all greedy people have great big jewish noses as they all live in israel\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
"- all greedy people have great big jewish noses as they all live in israel\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- greed and jealosy are the most common traits of the jewish race\n- one group who really is all the same is the jews, they are consistently snakes\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n-",dealt|directly|different|having|mafia\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- one group who really is all the same is the jews, they are consistently snakes\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n-",snakes\n|them|deserve|complete|pigs\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- greed and jealosy are the most common traits of the jewish race\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n-",pigs\n|jealosy|common|traits|race\n,5
"- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- one group who really is all the same is the jews, they are consistently snakes\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n- greed and jealosy are the most common traits of the jewish race\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- all greedy people have great big jewish noses as they all live in israel\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- one group who really is all the same is the jews, they are consistently snakes\n-",group|really|same|consistently|snakes\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- greed and jealosy are the most common traits of the jewish race\n- all greedy people have great big jewish noses as they all live in israel\n- one group who really is all the same is the jews, they are consistently snakes\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n-",dealt|directly|different|having|mafia\n,5
"- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- greed and jealosy are the most common traits of the jewish race\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
"- they hate me because they are envious and greedy like most jews, they want things they do not have\n- one group who really is all the same is the jews, they are consistently snakes\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n-",dealt|directly|different|having|mafia\n,5
"- greed and jealosy are the most common traits of the jewish race\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- one group who really is all the same is the jews, they are consistently snakes\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n-",dealt|directly|different|having|mafia\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- all greedy people have great big jewish noses as they all live in israel\n- one group who really is all the same is the jews, they are consistently snakes\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- one group who really is all the same is the jews, they are consistently snakes\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- all greedy people have great big jewish noses as they all live in israel\n-",great|jewish|noses|live|israel\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- all greedy people have great big jewish noses as they all live in israel\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- greed and jealosy are the most common traits of the jewish race\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",greedy|like|want|things|have\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- greed and jealosy are the most common traits of the jewish race\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",greedy|like|want|things|have\n,5
"- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- all greedy people have great big jewish noses as they all live in israel\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- greed and jealosy are the most common traits of the jewish race\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- one group who really is all the same is the jews, they are consistently snakes\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- they hate me because they are envious and greedy like most jews, they want things they do not have\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n-",dealt|directly|different|having|mafia\n,5
"- greed and jealosy are the most common traits of the jewish race\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- all greedy people have great big jewish noses as they all live in israel\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- all greedy people have great big jewish noses as they all live in israel\n- one group who really is all the same is the jews, they are consistently snakes\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- one group who really is all the same is the jews, they are consistently snakes\n- greed and jealosy are the most common traits of the jewish race\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
"- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- one group who really is all the same is the jews, they are consistently snakes\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- all greedy people have great big jewish noses as they all live in israel\n- greed and jealosy are the most common traits of the jewish race\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- one group who really is all the same is the jews, they are consistently snakes\n- greed and jealosy are the most common traits of the jewish race\n- all greedy people have great big jewish noses as they all live in israel\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n-",arabs|when|lots|money|hated\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- all greedy people have great big jewish noses as they all live in israel\n- greed and jealosy are the most common traits of the jewish race\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n-",race\n|them|deserve|complete|pigs\n,5
"- one group who really is all the same is the jews, they are consistently snakes\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n-",envious|like|want|things|have\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- all greedy people have great big jewish noses as they all live in israel\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- one group who really is all the same is the jews, they are consistently snakes\n- greed and jealosy are the most common traits of the jewish race\n-",snakes\n|jealosy|common|traits|race\n,5
"- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
"- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- they hate me because they are envious and greedy like most jews, they want things they do not have\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n- most of them do not deserve the bad rep they get but jews some are complete pigs\n-",israel\n|them|deserve|complete|pigs\n,5
"- most of them do not deserve the bad rep they get but jews some are complete pigs\n- the greed associated with jews is more powerful than the hatred and envy they have for arabs and when a jew has lots of money he is hated\n- greed and jealosy are the most common traits of the jewish race\n- For those of us who have dealt directly with jews its not very different than having dealt with the mafia\n- one group who really is all the same is the jews, they are consistently snakes\n- all greedy people have great big jewish noses as they all live in israel\n-",people|great|noses|live|israel\n,5
